round,basin,data_row_count,feature_quantity,feature_list,kernel_options,best_kernel,c_options,best_c,epsilon_options,best_epsilon,target_variable_variance,mse,rmse,mae,r2,within_5_percent,within_15_percent,within_25_percent,within_50_percent,results_min%_difference,results_max%_difference,0.25_quantile_loss,0.5_quantile_loss,0.75_quantile_loss,cross_val_mse
05_wi_wc,Appalachian,71,137,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Berea', 'FORMSIMPLE_Clinton', 'FORMSIMPLE_Fifth Sand', 'FORMSIMPLE_Fourth Sand', 'FORMSIMPLE_Gatesburg', 'FORMSIMPLE_Gordon', 'FORMSIMPLE_Hundred Foot Sand', 'FORMSIMPLE_Medina', 'FORMSIMPLE_Mountain', 'FORMSIMPLE_Murrysville', 'FORMSIMPLE_Oriskany', 'FORMSIMPLE_Salt Sand', 'STATE_Kentucky', 'STATE_New York', 'STATE_Ohio', 'STATE_Pennsylvania', 'STATE_West Virginia', 'COUNTY_Allegany', 'COUNTY_Allegheny', 'COUNTY_Ashtabula', 'COUNTY_Butler', 'COUNTY_Carroll', 'COUNTY_Cattaraugus', 'COUNTY_Coshocton', 'COUNTY_Erie', 'COUNTY_Guernsey', 'COUNTY_Hocking', 'COUNTY_Holmes', 'COUNTY_Knox', 'COUNTY_Lawrence', 'COUNTY_Licking', 'COUNTY_Mahoning', 'COUNTY_Morgan', 'COUNTY_Muskingum', 'COUNTY_Perry', 'COUNTY_Preston', 'COUNTY_Stark', 'COUNTY_Steuben', 'COUNTY_Tuscarawas', 'COUNTY_Vinton', 'COUNTY_Washington', 'COUNTY_Wayne', 'COUNTY_Westmoreland', 'PROVINCE_Appalachian Basin', 'REGION_Eastern', 'WELLNAME_Amos Miller', 'WELLNAME_B.l. Latham #2-a', 'WELLNAME_Berman', 'WELLNAME_Briar Hill Stone', 'WELLNAME_Brown', 'WELLNAME_Brownrigg', 'WELLNAME_Burkhart 1 & 2', 'WELLNAME_Carl W. Fisher #2', 'WELLNAME_Chapman', 'WELLNAME_Colopy', 'WELLNAME_Conrad', 'WELLNAME_Consol Lease', 'WELLNAME_Dean Holt', 'WELLNAME_Do.', 'WELLNAME_E. Rogers', 'WELLNAME_Edmund G. Williams', 'WELLNAME_Eshler/brown', 'WELLNAME_F M Nowells 1', 'WELLNAME_Felumlee', 'WELLNAME_Gardner', 'WELLNAME_Gibson', 'WELLNAME_Goldsboro 102', 'WELLNAME_Goodlive', 'WELLNAME_H. Ames 1', 'WELLNAME_H. B. Kiser', 'WELLNAME_H.h. Sheppard', 'WELLNAME_Harding', 'WELLNAME_Hazel Kid Et Al.', 'WELLNAME_Henry', 'WELLNAME_Homer Armstrong 1', 'WELLNAME_Hughes', 'WELLNAME_Jacobs', 'WELLNAME_John Daugherty', 'WELLNAME_Kidd Hazel Et Al 1', 'WELLNAME_L. Chase 1', 'WELLNAME_Lindsey E Nice #9102', 'WELLNAME_Lotz', 'WELLNAME_M. Palmer 1', 'WELLNAME_Manufactures Light & Heat', 'WELLNAME_Marsh A-1', 'WELLNAME_Martin', 'WELLNAME_Mary Hamilton', 'WELLNAME_Merry A-1', 'WELLNAME_Miller', 'WELLNAME_Mrs. D. Moritz', 'WELLNAME_Nowells', 'WELLNAME_Octavia Moore 1107', 'WELLNAME_Peoples Natural Gas Company', 'WELLNAME_R. Nihizer', 'WELLNAME_R.j. Steeb', 'WELLNAME_Ritzert Bros.', 'WELLNAME_Schultz', 'WELLNAME_Snyder', 'WELLNAME_Stone & Stone', 'WELLNAME_V.r. Stephens', 'WELLNAME_W. & E. Ferguson', 'WELLNAME_W.j. Derr', 'WELLNAME_W.m. Ruby Estate', 'WELLNAME_Wagner', 'WELLNAME_Watson-bar', 'WELLNAME_Waverly Oil Works', 'WELLNAME_Weaver', 'WELLNAME_Wells', 'WELLNAME_Wilder', 'WELLNAME_Wolford', 'WELLNAME_Worley', 'PERIOD_Cambrian', 'PERIOD_Devonian', 'PERIOD_Mississippian', 'PERIOD_Silurian']","['rbf', 'poly', 'sigmoid']",sigmoid,"[10, 50, 100, 150, 200]",200.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.5,1050.32,234.04,15.3,9.81,0.78,17.24,44.83,65.52,89.66,0.82,170.07,3.3,7.04,10.51,1022.26
02_wi_nc_eo,Pacific,124,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","['linear', 'rbf', 'poly', 'sigmoid']",rbf,"[0.1, 0.5, 1, 5, 10, 50, 100]",50.0,"[0.01, 0.05, 0.1, 0.2, 0.5]",0.1,8.66,1.98,1.41,0.78,0.77,18.42,47.37,57.89,84.21,2.21,5310.62,0.16,0.3,0.84,2.09
06_wi_nc_eo,Pacific,124,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","['rbf', 'poly', 'sigmoid']",rbf,"[10, 50, 100, 150, 200]",150.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.1,10.34,2.34,1.53,0.85,0.77,19.35,54.84,64.52,80.65,1.42,5339.4,0.13,0.27,0.88,1.78
05_wi_nc,Rocky Mountain,575,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","['rbf', 'poly', 'sigmoid']",rbf,"[10, 50, 100, 150, 200]",100.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.1,190.73,45.09,6.72,3.0,0.76,13.91,37.39,58.26,87.39,0.4,1049.05,0.76,1.68,3.14,61.11
06_pca,Michigan,150,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly', 'sigmoid']",rbf,"[10, 50, 100, 150, 200]",50.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.5,338.18,82.23,9.07,6.72,0.76,18.42,34.21,42.11,89.47,0.48,734.11,1.93,6.43,8.63,177.71
07_pca,Michigan,150,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly']",rbf,"[10, 20, 30, 40, 50]",50.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.5,338.18,82.23,9.07,6.72,0.76,18.42,34.21,42.11,89.47,0.48,734.11,1.93,6.43,8.63,177.71
05_wi_nc_eo,Rocky Mountain,692,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","['rbf', 'poly', 'sigmoid']",rbf,"[10, 50, 100, 150, 200]",200.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.5,155.83,37.68,6.14,3.12,0.76,15.88,42.24,63.9,80.51,0.32,1578.83,0.68,1.46,3.45,56.46
06_pca,Rocky Mountain,693,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly', 'sigmoid']",rbf,"[10, 50, 100, 150, 200]",150.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.1,175.57,44.29,6.66,3.03,0.75,12.07,40.23,57.47,82.76,0.37,2348.34,0.76,1.61,3.06,73.74
02_ni_nc,Gulf Coast,78,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","['linear', 'rbf', 'poly', 'sigmoid']",sigmoid,"[0.1, 0.5, 1, 5, 10, 50, 100]",50.0,"[0.01, 0.05, 0.1, 0.2, 0.5]",0.01,22587.95,5655.03,75.2,44.79,0.75,37.5,45.83,58.33,75.0,0.37,843.3,2.68,18.88,59.11,32489.43
01_wi_nc_eo,Appalachian,298,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","['linear', 'rbf', 'poly']",linear,"[0.1, 1, 10]",1.0,"[0.01, 0.1, 0.5]",0.5,3737.18,939.94,30.66,20.89,0.75,13.33,36.67,57.78,81.11,0.09,1649.44,5.92,13.31,26.14,4357.03
04_wi_nc_eo,Rocky Mountain,692,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","['rbf', 'poly', 'sigmoid']",rbf,"[0.1, 0.5, 1, 5, 10]",10.0,"[0.01, 0.05, 0.1]",0.1,119.86,31.21,5.59,2.59,0.74,16.18,46.24,61.27,88.44,0.01,369.06,0.63,1.45,2.59,94.45
03_pca,Rocky Mountain,693,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly', 'sigmoid']",rbf,"[0.1, 0.5, 1, 5, 10, 50]",50.0,"[0.01, 0.05, 0.1, 0.2]",0.01,175.57,46.32,6.81,2.98,0.74,11.49,40.8,60.34,81.61,0.03,1956.09,0.71,1.66,3.07,76.47
07_wi_nc_eo,Pacific,124,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","['rbf', 'poly']",rbf,"[10, 20, 30, 40, 50]",30.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.1,10.34,2.73,1.65,0.88,0.74,16.13,48.39,58.06,83.87,0.39,4898.01,0.15,0.34,0.75,1.77
07_pca,Rocky Mountain,693,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly']",rbf,"[10, 20, 30, 40, 50]",50.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.3,175.57,46.53,6.82,2.98,0.74,13.22,40.8,59.2,81.61,0.27,1961.43,0.71,1.61,3.13,76.49
06_wi_nc,Appalachian,115,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","['rbf', 'poly', 'sigmoid']",poly,"[10, 50, 100, 150, 200]",200.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.5,19702.24,5150.36,71.77,34.67,0.74,10.34,41.38,65.52,82.76,1.9,422.15,6.93,13.5,32.12,1984.96
02_wi_wc,Appalachian,71,137,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Berea', 'FORMSIMPLE_Clinton', 'FORMSIMPLE_Fifth Sand', 'FORMSIMPLE_Fourth Sand', 'FORMSIMPLE_Gatesburg', 'FORMSIMPLE_Gordon', 'FORMSIMPLE_Hundred Foot Sand', 'FORMSIMPLE_Medina', 'FORMSIMPLE_Mountain', 'FORMSIMPLE_Murrysville', 'FORMSIMPLE_Oriskany', 'FORMSIMPLE_Salt Sand', 'STATE_Kentucky', 'STATE_New York', 'STATE_Ohio', 'STATE_Pennsylvania', 'STATE_West Virginia', 'COUNTY_Allegany', 'COUNTY_Allegheny', 'COUNTY_Ashtabula', 'COUNTY_Butler', 'COUNTY_Carroll', 'COUNTY_Cattaraugus', 'COUNTY_Coshocton', 'COUNTY_Erie', 'COUNTY_Guernsey', 'COUNTY_Hocking', 'COUNTY_Holmes', 'COUNTY_Knox', 'COUNTY_Lawrence', 'COUNTY_Licking', 'COUNTY_Mahoning', 'COUNTY_Morgan', 'COUNTY_Muskingum', 'COUNTY_Perry', 'COUNTY_Preston', 'COUNTY_Stark', 'COUNTY_Steuben', 'COUNTY_Tuscarawas', 'COUNTY_Vinton', 'COUNTY_Washington', 'COUNTY_Wayne', 'COUNTY_Westmoreland', 'PROVINCE_Appalachian Basin', 'REGION_Eastern', 'WELLNAME_Amos Miller', 'WELLNAME_B.l. Latham #2-a', 'WELLNAME_Berman', 'WELLNAME_Briar Hill Stone', 'WELLNAME_Brown', 'WELLNAME_Brownrigg', 'WELLNAME_Burkhart 1 & 2', 'WELLNAME_Carl W. Fisher #2', 'WELLNAME_Chapman', 'WELLNAME_Colopy', 'WELLNAME_Conrad', 'WELLNAME_Consol Lease', 'WELLNAME_Dean Holt', 'WELLNAME_Do.', 'WELLNAME_E. Rogers', 'WELLNAME_Edmund G. Williams', 'WELLNAME_Eshler/brown', 'WELLNAME_F M Nowells 1', 'WELLNAME_Felumlee', 'WELLNAME_Gardner', 'WELLNAME_Gibson', 'WELLNAME_Goldsboro 102', 'WELLNAME_Goodlive', 'WELLNAME_H. Ames 1', 'WELLNAME_H. B. Kiser', 'WELLNAME_H.h. Sheppard', 'WELLNAME_Harding', 'WELLNAME_Hazel Kid Et Al.', 'WELLNAME_Henry', 'WELLNAME_Homer Armstrong 1', 'WELLNAME_Hughes', 'WELLNAME_Jacobs', 'WELLNAME_John Daugherty', 'WELLNAME_Kidd Hazel Et Al 1', 'WELLNAME_L. Chase 1', 'WELLNAME_Lindsey E Nice #9102', 'WELLNAME_Lotz', 'WELLNAME_M. Palmer 1', 'WELLNAME_Manufactures Light & Heat', 'WELLNAME_Marsh A-1', 'WELLNAME_Martin', 'WELLNAME_Mary Hamilton', 'WELLNAME_Merry A-1', 'WELLNAME_Miller', 'WELLNAME_Mrs. D. Moritz', 'WELLNAME_Nowells', 'WELLNAME_Octavia Moore 1107', 'WELLNAME_Peoples Natural Gas Company', 'WELLNAME_R. Nihizer', 'WELLNAME_R.j. Steeb', 'WELLNAME_Ritzert Bros.', 'WELLNAME_Schultz', 'WELLNAME_Snyder', 'WELLNAME_Stone & Stone', 'WELLNAME_V.r. Stephens', 'WELLNAME_W. & E. Ferguson', 'WELLNAME_W.j. Derr', 'WELLNAME_W.m. Ruby Estate', 'WELLNAME_Wagner', 'WELLNAME_Watson-bar', 'WELLNAME_Waverly Oil Works', 'WELLNAME_Weaver', 'WELLNAME_Wells', 'WELLNAME_Wilder', 'WELLNAME_Wolford', 'WELLNAME_Worley', 'PERIOD_Cambrian', 'PERIOD_Devonian', 'PERIOD_Mississippian', 'PERIOD_Silurian']","['linear', 'rbf', 'poly', 'sigmoid']",sigmoid,"[0.1, 0.5, 1, 5, 10, 50, 100]",50.0,"[0.01, 0.05, 0.1, 0.2, 0.5]",0.01,1270.11,331.64,18.21,10.65,0.74,18.18,63.64,77.27,86.36,0.4,279.26,4.05,4.99,10.04,1010.46
05_pca,Williston,502,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly', 'sigmoid']",rbf,"[10, 50, 100, 150, 200]",200.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.2,3119.98,816.73,28.58,11.85,0.74,27.36,60.2,70.65,82.59,0.18,28017.22,1.55,3.85,10.22,1972.84
01_wi_wc,Michigan,52,93,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'WELLTYPE_Shale Gas', 'FORMSIMPLE_Antrim', 'FORMSIMPLE_Black River', 'FORMSIMPLE_Salina', 'FORMSIMPLE_Traverse', 'STATE_Michigan', 'COUNTY_Allegan', 'COUNTY_Antrim', 'COUNTY_Crawford', 'COUNTY_Hillsdale', 'COUNTY_Montmorency', 'COUNTY_Otsego', 'COUNTY_St. Clair', 'PROVINCE_Michigan Basin', 'REGION_Eastern', 'WELLNAME_Blahowiak D2-19', 'WELLNAME_Blanzy C4-17', 'WELLNAME_Frank Arbanis #a-1', 'WELLNAME_Frederic Ii C1-29', 'WELLNAME_Frederic Iv A2-4', 'WELLNAME_Frederic Iv B1-3', 'WELLNAME_Green River A3-3', 'WELLNAME_Green River C1-25', 'WELLNAME_Green River Iii C1-3', 'WELLNAME_Green River Iii C1-33', 'WELLNAME_Green River Iii D4-6', 'WELLNAME_Hugh May #2', 'WELLNAME_Klinger Klinger Warner #2', 'WELLNAME_Lake Horicon Corporation A4-15', 'WELLNAME_Lake Horicon Corporation B3-15', 'WELLNAME_Lake Horicon Corporation C3-15', 'WELLNAME_Lake Horicon Corporation D4-15', 'WELLNAME_Lawrence Rewa Et Al #2', 'WELLNAME_Lucas Trust 1-21d', 'WELLNAME_Mancelona East A4-26', 'WELLNAME_Mancelona West A1-22', 'WELLNAME_Mancelona West A3-29', 'WELLNAME_Mancelona West D1-25', 'WELLNAME_Miller 1-9', 'WELLNAME_Olmstead B4-7', 'WELLNAME_Palombit A2-29', 'WELLNAME_Renkiewicz B2-13', 'WELLNAME_Robert Helmer Jr #1', 'WELLNAME_State Albert C3-21', 'WELLNAME_State Albert D1-9', 'WELLNAME_State Bagley 1-27', 'WELLNAME_State Bagley 9-31', 'WELLNAME_State Charlton A1-13', 'WELLNAME_State Charlton A3-32', 'WELLNAME_State Charlton C4-18', 'WELLNAME_State Chester B2-2', 'WELLNAME_State Frederic B1-26', 'WELLNAME_State Frederic Vi B3-15', 'WELLNAME_State Frederic Vi B4-15', 'WELLNAME_State Frederic Vii D3-31', 'WELLNAME_State Frederic Xi A1-8', 'WELLNAME_State Frederic Xi B2-17', 'WELLNAME_State Hayes A3-35', 'WELLNAME_State Mancelona East A1-31', 'WELLNAME_State Mancelona East B4-29', 'WELLNAME_State Mancelona East D1-19', 'WELLNAME_State Mancelona East D2-36', 'WELLNAME_State Mancelona East D4-31', 'WELLNAME_Styles, Et Al 3-2', 'WELLNAME_Tower D3-4', 'WELLNAME_Tower D4-5', 'WELLNAME_Zatkoff And Demuynck #1', 'PERIOD_Devonian', 'PERIOD_Ordovician', 'PERIOD_Silurian']","['linear', 'rbf', 'poly']",linear,"[0.1, 1, 10]",1.0,"[0.01, 0.1, 0.5]",0.01,49.4,13.12,3.62,2.62,0.73,6.25,43.75,75.0,93.75,2.42,100.23,1.22,1.76,2.94,7.51
02_wi_wc,Michigan,52,93,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'WELLTYPE_Shale Gas', 'FORMSIMPLE_Antrim', 'FORMSIMPLE_Black River', 'FORMSIMPLE_Salina', 'FORMSIMPLE_Traverse', 'STATE_Michigan', 'COUNTY_Allegan', 'COUNTY_Antrim', 'COUNTY_Crawford', 'COUNTY_Hillsdale', 'COUNTY_Montmorency', 'COUNTY_Otsego', 'COUNTY_St. Clair', 'PROVINCE_Michigan Basin', 'REGION_Eastern', 'WELLNAME_Blahowiak D2-19', 'WELLNAME_Blanzy C4-17', 'WELLNAME_Frank Arbanis #a-1', 'WELLNAME_Frederic Ii C1-29', 'WELLNAME_Frederic Iv A2-4', 'WELLNAME_Frederic Iv B1-3', 'WELLNAME_Green River A3-3', 'WELLNAME_Green River C1-25', 'WELLNAME_Green River Iii C1-3', 'WELLNAME_Green River Iii C1-33', 'WELLNAME_Green River Iii D4-6', 'WELLNAME_Hugh May #2', 'WELLNAME_Klinger Klinger Warner #2', 'WELLNAME_Lake Horicon Corporation A4-15', 'WELLNAME_Lake Horicon Corporation B3-15', 'WELLNAME_Lake Horicon Corporation C3-15', 'WELLNAME_Lake Horicon Corporation D4-15', 'WELLNAME_Lawrence Rewa Et Al #2', 'WELLNAME_Lucas Trust 1-21d', 'WELLNAME_Mancelona East A4-26', 'WELLNAME_Mancelona West A1-22', 'WELLNAME_Mancelona West A3-29', 'WELLNAME_Mancelona West D1-25', 'WELLNAME_Miller 1-9', 'WELLNAME_Olmstead B4-7', 'WELLNAME_Palombit A2-29', 'WELLNAME_Renkiewicz B2-13', 'WELLNAME_Robert Helmer Jr #1', 'WELLNAME_State Albert C3-21', 'WELLNAME_State Albert D1-9', 'WELLNAME_State Bagley 1-27', 'WELLNAME_State Bagley 9-31', 'WELLNAME_State Charlton A1-13', 'WELLNAME_State Charlton A3-32', 'WELLNAME_State Charlton C4-18', 'WELLNAME_State Chester B2-2', 'WELLNAME_State Frederic B1-26', 'WELLNAME_State Frederic Vi B3-15', 'WELLNAME_State Frederic Vi B4-15', 'WELLNAME_State Frederic Vii D3-31', 'WELLNAME_State Frederic Xi A1-8', 'WELLNAME_State Frederic Xi B2-17', 'WELLNAME_State Hayes A3-35', 'WELLNAME_State Mancelona East A1-31', 'WELLNAME_State Mancelona East B4-29', 'WELLNAME_State Mancelona East D1-19', 'WELLNAME_State Mancelona East D2-36', 'WELLNAME_State Mancelona East D4-31', 'WELLNAME_Styles, Et Al 3-2', 'WELLNAME_Tower D3-4', 'WELLNAME_Tower D4-5', 'WELLNAME_Zatkoff And Demuynck #1', 'PERIOD_Devonian', 'PERIOD_Ordovician', 'PERIOD_Silurian']","['linear', 'rbf', 'poly', 'sigmoid']",linear,"[0.1, 0.5, 1, 5, 10, 50, 100]",0.5,"[0.01, 0.05, 0.1, 0.2, 0.5]",0.01,49.4,13.12,3.62,2.62,0.73,6.25,43.75,75.0,93.75,2.42,100.23,1.22,1.76,2.94,7.51
05_pca,Rocky Mountain,693,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly', 'sigmoid']",rbf,"[10, 50, 100, 150, 200]",200.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.4,153.54,43.62,6.6,3.28,0.72,15.83,37.77,54.68,81.65,0.14,2426.67,0.7,1.78,3.28,87.9
01_wi_nc,Michigan,64,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","['linear', 'rbf', 'poly']",rbf,"[0.1, 1, 10]",10.0,"[0.01, 0.1, 0.5]",0.01,179.14,50.27,7.09,4.98,0.72,10.0,45.0,60.0,90.0,0.05,110.21,1.82,3.01,7.0,91.33
05_ni_nc,Gulf Coast,78,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","['rbf', 'poly', 'sigmoid']",sigmoid,"[10, 50, 100, 150, 200]",50.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.3,23388.79,6490.66,80.56,51.96,0.72,28.12,46.88,56.25,65.62,0.81,686.17,4.94,19.29,105.33,41965.21
