round,basin,data_row_count,feature_quantity,feature_list,k_options,best_k,target_variable_variance,mse,rmse,mae,r2,within_5_percent,within_15_percent,within_25_percent,within_50_percent,results_min%_difference,results_max%_difference,0.25_quantile_loss,0.5_quantile_loss,0.75_quantile_loss,cross_val_mse
03_pca,Great Plains,62,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3, 4, 5]",5,26213.6,27439.45,165.65,39.87,-0.05,73.68,89.47,94.74,94.74,2.05,100.0,0.48,1.6,2.9,8.43
01_wi_wc,Oklahoma Platform,105,160,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Arbuckle', 'FORMSIMPLE_Atoka', 'FORMSIMPLE_Bartlesville', 'FORMSIMPLE_Big Fork Chert', 'FORMSIMPLE_Bromide', 'FORMSIMPLE_Bruhlmeyer', 'FORMSIMPLE_Burgess', 'FORMSIMPLE_Canyon', 'FORMSIMPLE_Cleveland', 'FORMSIMPLE_Cromwell', 'FORMSIMPLE_Douglas', 'FORMSIMPLE_Fusulinid', 'FORMSIMPLE_Gibson', 'FORMSIMPLE_Glenn', 'FORMSIMPLE_Healdton', 'FORMSIMPLE_Hoxbar', 'FORMSIMPLE_Hunton', 'FORMSIMPLE_Lansing', 'FORMSIMPLE_Lansing - Kansas City', 'FORMSIMPLE_Layton', 'FORMSIMPLE_McLish', 'FORMSIMPLE_Misener', 'FORMSIMPLE_Mississippi Chat', 'FORMSIMPLE_Mississippian', 'FORMSIMPLE_Oil Creek', 'FORMSIMPLE_Permian', 'FORMSIMPLE_Prue', 'FORMSIMPLE_Simpson', 'FORMSIMPLE_Strawn', 'FORMSIMPLE_Tussy', 'FORMSIMPLE_Wilcox', 'STATE_Kansas', 'STATE_Oklahoma', 'STATE_Texas', 'COUNTY_Barber', 'COUNTY_Barton', 'COUNTY_Carter', 'COUNTY_Cooke', 'COUNTY_Creek', 'COUNTY_Ellis', 'COUNTY_Garvin', 'COUNTY_Haskell', 'COUNTY_Kay', 'COUNTY_Latimer', 'COUNTY_Logan', 'COUNTY_Love', 'COUNTY_McClain', 'COUNTY_Murray', 'COUNTY_Noble', 'COUNTY_Oklahoma', 'COUNTY_Osage', 'COUNTY_Pawnee', 'COUNTY_Payne', 'COUNTY_Pittsburg', 'COUNTY_Pontotoc', 'COUNTY_Seminole', 'COUNTY_Stephens', 'PROVINCE_Arkoma Basin', 'PROVINCE_Bend Arch - Fort Worth Basin', 'PROVINCE_Cambridge Arch - Central Kansas Uplift', 'PROVINCE_Cherokee Platform', 'PROVINCE_Nemaha Uplift', 'PROVINCE_Sedgwick Basin', 'PROVINCE_Southern Oklahoma', 'REGION_Midcontinent', 'REGION_West Texas and Eastern New Mexico', 'WELLNAME_#1', 'WELLNAME_#1 J. C. Ratcliffe', 'WELLNAME_#2', 'WELLNAME_A. H. Beneau #1', 'WELLNAME_Altucker #1', 'WELLNAME_B I Lubell', 'WELLNAME_B. J. Hart #1', 'WELLNAME_Baker Townsend #6 Swd', 'WELLNAME_Berryhill Glenn Field Unit', 'WELLNAME_Bisbee #1', 'WELLNAME_Bruce Pool Prue Sand Unit Tr 20 #4-w', 'WELLNAME_Bullock Cherry #1c', 'WELLNAME_Carl Cassidy #1', 'WELLNAME_Chrise Bohn #2', 'WELLNAME_Daney Lse', 'WELLNAME_Earl Russell #1', 'WELLNAME_Emma Billey #18', 'WELLNAME_Fee 209 #2', 'WELLNAME_Fee 209 #6', 'WELLNAME_Fee 209 #8', 'WELLNAME_Fee No. 209 #2', 'WELLNAME_G. D. Burgman Sunr. #2', 'WELLNAME_G. L. Ramsey 10 Ut', 'WELLNAME_Geo Barid #1', 'WELLNAME_H. Drews Lse.', 'WELLNAME_Hannah Mitchell #22', 'WELLNAME_Howard Edwards #1', 'WELLNAME_Huxie Fel #3', 'WELLNAME_I. Davis A#3', 'WELLNAME_J. C. Ratcliffe #1', 'WELLNAME_Joe Kelsey Cons. S#1', 'WELLNAME_John Powell #4', 'WELLNAME_L. Cason #1', 'WELLNAME_L. L. Wills A #1', 'WELLNAME_L. M. Jones #46', 'WELLNAME_L. S. Dennis #1', 'WELLNAME_Lete Kolvin #1', 'WELLNAME_Lois Sutton #1', 'WELLNAME_Lucille #1', 'WELLNAME_Melwisse Bathist #2', 'WELLNAME_Milford #1', 'WELLNAME_Mills Estate #1', 'WELLNAME_N. B. Rankin #1', 'WELLNAME_Neal Atkins # 32', 'WELLNAME_Neal Atkins 54 Ut', 'WELLNAME_No. 1', 'WELLNAME_Osage Tr. 20 #1', 'WELLNAME_Osage Trio #1', 'WELLNAME_Peter Schmitt #3', 'WELLNAME_Prosperity Acres #1', 'WELLNAME_R. L. Mullen #1', 'WELLNAME_Ralph R. Ford Unit No. 1', 'WELLNAME_Rosa M. Sibley #1', 'WELLNAME_Roy Wood Unit No. 1', 'WELLNAME_Shannon No. 9', 'WELLNAME_Sid Magers # 2', 'WELLNAME_Sinclair Research Laboratories, Inc.', 'WELLNAME_T. L. Walch D #1', 'WELLNAME_T. Milford #2', 'WELLNAME_T.s. Holloway #1', 'WELLNAME_Taft Milford #1', 'WELLNAME_W. A. Newkirk #14', 'WELLNAME_Walnut Bend F. U. # 2', 'WELLNAME_Walters-bryan #1', 'WELLNAME_Woodmore Unit #1', 'WELLNAME_Woods A - 3', 'PERIOD_Devonian', 'PERIOD_Mississippian', 'PERIOD_Ordovician', 'PERIOD_Paleogene', 'PERIOD_Pennsylvanian', 'PERIOD_Permian']","[1, 2, 3]",3,106.31,111.49,10.56,8.5,-0.05,3.12,18.75,28.12,46.88,3.27,1603.06,3.21,6.96,13.96,227.27
06_pca,Great Plains,62,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[3, 4, 5]",5,30765.01,32584.06,180.51,47.12,-0.06,68.75,93.75,93.75,93.75,2.05,100.0,0.37,1.6,4.29,7.89
05_wi_wc,Williston,269,253,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Bakken', 'FORMSIMPLE_Charles', 'FORMSIMPLE_Dawson Bay', 'FORMSIMPLE_Devonian', 'FORMSIMPLE_Duperow', 'FORMSIMPLE_Gunton', 'FORMSIMPLE_Interlake', 'FORMSIMPLE_Kibbey', 'FORMSIMPLE_Madison', 'FORMSIMPLE_Midale', 'FORMSIMPLE_Minnelusa', 'FORMSIMPLE_Mission Canyon', 'FORMSIMPLE_Nesson', 'FORMSIMPLE_Nisku', 'FORMSIMPLE_Pennsylvanian', 'FORMSIMPLE_Ratcliffe', 'FORMSIMPLE_Red River', 'FORMSIMPLE_Silurian', 'FORMSIMPLE_Spearfish', 'FORMSIMPLE_Stony Mountain', 'FORMSIMPLE_Tyler', 'STATE_Montana', 'STATE_North Dakota', 'STATE_South Dakota', 'COUNTY_Billings', 'COUNTY_Bottineau', 'COUNTY_Burke', 'COUNTY_Butte', 'COUNTY_Carter', 'COUNTY_Daniels', 'COUNTY_Dawson', 'COUNTY_Divide', 'COUNTY_Dunn', 'COUNTY_Fallon', 'COUNTY_Harding', 'COUNTY_Jackson', 'COUNTY_McCone', 'COUNTY_McHenry', 'COUNTY_McKenzie', 'COUNTY_Mercer', 'COUNTY_Mountrail', 'COUNTY_Petroleum', 'COUNTY_Renville', 'COUNTY_Richland', 'COUNTY_Roosevelt', 'COUNTY_Sheridan', 'COUNTY_Slope', 'COUNTY_Stark', 'COUNTY_Williams', 'PROVINCE_North-Central Montana', 'PROVINCE_Williston Basin', 'REGION_Rocky Mountains and Northern Great Plains', 'WELLNAME_#1 Ed Lockwood', 'WELLNAME_1 - 66 Np Dawson', 'WELLNAME_1 - A Lillie', 'WELLNAME_1 - A Lillie, Et Al', 'WELLNAME_1 - B Nelson', 'WELLNAME_1 - U Nprr', 'WELLNAME_1 A. B. Mickelson', 'WELLNAME_1 A. Mckinnon', 'WELLNAME_1 Angermeier', 'WELLNAME_1 Arneson', 'WELLNAME_1 Barstad', 'WELLNAME_1 Bertha Ekness', 'WELLNAME_1 Blair', 'WELLNAME_1 Bloms', 'WELLNAME_1 Borstad', 'WELLNAME_1 Camrud', 'WELLNAME_1 Chester Solberg', 'WELLNAME_1 Delaney', 'WELLNAME_1 Dona French', 'WELLNAME_1 Donna French', 'WELLNAME_1 E. Westgard - 4 Unit', 'WELLNAME_1 Fachner', 'WELLNAME_1 Federal Brown', 'WELLNAME_1 Ferguson', 'WELLNAME_1 Gilt Edge Realty', 'WELLNAME_1 Goettle', 'WELLNAME_1 Goetzinger - Chandler', 'WELLNAME_1 Government', 'WELLNAME_1 Grace Elie', 'WELLNAME_1 Graves', 'WELLNAME_1 Hagen-olson', 'WELLNAME_1 Hahsey', 'WELLNAME_1 Hansen-2', 'WELLNAME_1 Haugen - Peele', 'WELLNAME_1 Haugen, Et Al', 'WELLNAME_1 Hereim', 'WELLNAME_1 Holst', 'WELLNAME_1 Huffman', 'WELLNAME_1 Jerde', 'WELLNAME_1 Jerdo', 'WELLNAME_1 Jorstad', 'WELLNAME_1 Kiellberg', 'WELLNAME_1 Kittleson', 'WELLNAME_1 Knudson', 'WELLNAME_1 Kurth', 'WELLNAME_1 Larson', 'WELLNAME_1 Lee', 'WELLNAME_1 Lee Carter', 'WELLNAME_1 Leininger-church', 'WELLNAME_1 Lola Mccauley', 'WELLNAME_1 Lydia Foreman', 'WELLNAME_1 Mosby Unit', 'WELLNAME_1 Nesbit Unit', 'WELLNAME_1 Njos A', 'WELLNAME_1 Np - B', ""WELLNAME_1 O'donnell"", ""WELLNAME_1 O'keefe"", 'WELLNAME_1 Ostlund', 'WELLNAME_1 P. Holst', 'WELLNAME_1 Peterson', 'WELLNAME_1 Ramsos', 'WELLNAME_1 Sievers', 'WELLNAME_1 Simonson', 'WELLNAME_1 State', 'WELLNAME_1 State - Mccone', 'WELLNAME_1 Steffen', 'WELLNAME_1 Stexen', 'WELLNAME_1 Stoxen', 'WELLNAME_1 Summers', 'WELLNAME_1 Thon', 'WELLNAME_1 Thune', 'WELLNAME_1 Traastad', 'WELLNAME_1 Waller', 'WELLNAME_1 Winderl', 'WELLNAME_1 Wold', 'WELLNAME_1 Woodsend', 'WELLNAME_1-a Picard', 'WELLNAME_2 Anderson Unit', 'WELLNAME_2 Erich Eggen Unit', 'WELLNAME_2 Haugen', 'WELLNAME_2 Haugen, Et Al', 'WELLNAME_2 Kitzman - Bnd', 'WELLNAME_2 Mccauley', 'WELLNAME_2 Nct - 12', 'WELLNAME_2 Thune', 'WELLNAME_28-3 Kudrna', 'WELLNAME_4 Federal - Mccone 5012', 'WELLNAME_4 Nels Ward', 'WELLNAME_5 Federal - Mccone 5012', 'WELLNAME_A. Martin No. 1', 'WELLNAME_Anderson No. 1', 'WELLNAME_Anderson No. 2', 'WELLNAME_Arthur Martin     1', 'WELLNAME_Beaver Lodge-devonian Unit     G-307', 'WELLNAME_Beaver Lodge-devonian Unit     G-307x', 'WELLNAME_Bldu G-313', 'WELLNAME_Christianson B - 1', 'WELLNAME_Courchene No. 1', 'WELLNAME_Delaney 1', 'WELLNAME_Devonian Unit G-307', 'WELLNAME_Dickinson-heath-sand Unit     20', 'WELLNAME_Ed Lockwood', 'WELLNAME_Edith Ramsos     1', 'WELLNAME_Engebretson 1', 'WELLNAME_Erika Hjelm No. 1', 'WELLNAME_F. W. Shaffer Unit No. 1', 'WELLNAME_Federal 5012 Mccone No. 2', 'WELLNAME_Federal Mccone 5012, No. 2', 'WELLNAME_Ferguson Unit No. 1', 'WELLNAME_Garland No. 5', 'WELLNAME_George Wilson 2', 'WELLNAME_Govt 1', 'WELLNAME_Haugen Et Al - 2 No. 3', 'WELLNAME_Hellegaard No. 2', 'WELLNAME_Herdt-bank Of N. Dakota No. 1', 'WELLNAME_Herdt-bnd Wsw', 'WELLNAME_Huffman 1', 'WELLNAME_Huttner Unit     1', 'WELLNAME_Huttner Unit No. 1', 'WELLNAME_Jackson 1', 'WELLNAME_Jensen No. 1', 'WELLNAME_Kenneth Henry 4', 'WELLNAME_Kitzman - Bank Of North Dakota     2', 'WELLNAME_Knudson No. 1', 'WELLNAME_Left Hand Thunder 1', 'WELLNAME_Loucks No. 1', 'WELLNAME_Ludwig Filipi 1', 'WELLNAME_Lydia Foreman No. 1', 'WELLNAME_M. Wallerich No. 1', 'WELLNAME_Metvedt No. 1', 'WELLNAME_Nels Ward 1', 'WELLNAME_Nels Ward No. 1', 'WELLNAME_Nesbit Unit No. 1', 'WELLNAME_Newburg-spearfish-charles Unit     K-715', 'WELLNAME_No. 1 Cymboluk', 'WELLNAME_No. 1 Espeland', 'WELLNAME_No. 1 Federal Mccone', 'WELLNAME_No. 1 Government', 'WELLNAME_No. 1 Lydia Foreman', 'WELLNAME_No. 1 Nels Ward', 'WELLNAME_No. 1 Norwick', 'WELLNAME_No. 1 Peterson', 'WELLNAME_No. 1 State', 'WELLNAME_No. 2 Anderson', 'WELLNAME_No. 2 Erika Hjelm', 'WELLNAME_No. 2 Federal - Mccone', 'WELLNAME_Nprr R - 4', ""WELLNAME_O'donnell 1"", 'WELLNAME_Oscar Bjorgen Unit No. 1', 'WELLNAME_Peder Solberg No. 1', 'WELLNAME_Peterson No. 1 - 6', 'WELLNAME_Phipps 1-a', 'WELLNAME_Renning A-1', 'WELLNAME_Reservoir Federal No. 1', 'WELLNAME_Rew Et Al No. 1', 'WELLNAME_Rindel     43-16', 'WELLNAME_Rival-madison Unit     23', 'WELLNAME_Schuh     1', 'WELLNAME_Siever No. 1', 'WELLNAME_Sinclair Research Laboratories, Inc.', 'WELLNAME_Sletvold No. 1', 'WELLNAME_Solberg No. 1', 'WELLNAME_Spoklie 1 - A', 'WELLNAME_Unit No. 3', 'WELLNAME_V. S. Medhus No. 1', 'WELLNAME_V. S. Medhus No. 2', 'WELLNAME_V. S. Medhus No. 3', 'WELLNAME_Wallrich No. 1', 'WELLNAME_Weinberger No. 1', 'WELLNAME_Westgard 3 Unit No. 1', 'PERIOD_Devonian', 'PERIOD_Jurassic', 'PERIOD_Mississippian', 'PERIOD_Ordovician', 'PERIOD_Pennsylvanian', 'PERIOD_Permian', 'PERIOD_Silurian', 'PERIOD_Triassic']","[1, 2, 3, 4, 5]",2,4472.85,4741.96,68.86,24.68,-0.06,39.81,64.81,75.0,81.48,0.0,900.0,0.0,3.0,8.25,3523.82
06_wi_nc_eo,Great Plains,62,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[3, 4, 5]",5,30765.01,32591.39,180.53,46.93,-0.06,75.0,93.75,93.75,93.75,0.0,120.59,0.43,1.39,3.22,7.96
07_wi_nc_eo,Great Plains,62,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[3, 4, 5, 6, 7, 8, 9]",8,30765.01,32551.26,180.42,46.81,-0.06,68.75,93.75,93.75,93.75,3.53,100.0,0.51,1.55,3.08,7.32
07_pca,Great Plains,62,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[3, 4, 5, 6, 7, 8, 9]",8,30765.01,32777.37,181.05,47.26,-0.07,62.5,93.75,93.75,93.75,4.17,133.12,0.53,1.6,3.46,7.7
05_wi_nc,Great Plains,35,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","[1, 2, 3, 4, 5]",5,34744.47,37096.67,192.6,53.34,-0.07,78.57,92.86,92.86,92.86,0.0,100.0,1.05,1.7,2.56,9.83
04_wi_nc_eo,Great Plains,62,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[1, 2, 3, 4, 5]",5,37307.22,39951.87,199.88,56.94,-0.07,76.92,92.31,92.31,92.31,0.0,120.59,0.82,1.42,2.2,8.02
02_wi_nc_eo,Great Plains,62,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[1, 2, 3]",3,37307.22,39734.03,199.33,56.71,-0.07,69.23,92.31,92.31,92.31,4.17,98.58,0.47,0.67,3.03,8.95
04_pca,Great Plains,62,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3, 4, 5]",5,37307.22,40098.36,200.25,57.14,-0.07,76.92,92.31,92.31,92.31,2.05,100.0,0.33,1.6,2.8,7.43
02_pca,Great Plains,62,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3]",2,37307.22,40328.95,200.82,57.54,-0.08,76.92,92.31,92.31,92.31,2.21,99.31,0.31,1.5,3.0,9.4
05_wi_wc,Great Plains,29,95,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'WELLTYPE_Tight Gas', 'WELLTYPE_Undefined', 'FORMSIMPLE_Amsden', 'FORMSIMPLE_Arbuckle', 'FORMSIMPLE_Frontier', 'FORMSIMPLE_Kootenai', 'FORMSIMPLE_Lakota', 'FORMSIMPLE_Lansing', 'FORMSIMPLE_Mississippian', 'FORMSIMPLE_Muddy', 'FORMSIMPLE_Niobrara', 'FORMSIMPLE_Nisku', 'FORMSIMPLE_Nugget', 'FORMSIMPLE_Tensleep', 'FORMSIMPLE_Tyler', 'STATE_Colorado', 'STATE_Idaho', 'STATE_Kansas', 'STATE_Montana', 'STATE_Wyoming', 'COUNTY_Albany', 'COUNTY_Carbon', 'COUNTY_Caribou', 'COUNTY_Cheyenne', 'COUNTY_Glacier', 'COUNTY_Kiowa', 'COUNTY_Musselshell', 'COUNTY_Rawlins', 'COUNTY_Rosebud', 'COUNTY_Sublette', 'COUNTY_Teton', 'COUNTY_Uinta', 'PROVINCE_Cambridge Arch - Central Kansas Uplift', 'PROVINCE_Las Animas Arch', 'PROVINCE_North-Central Montana', 'PROVINCE_Southwestern Wyoming', 'PROVINCE_Wyoming Thrust Belt', 'REGION_Midcontinent', 'REGION_Rocky Mountains and Northern Great Plains', 'WELLNAME_1 Chivington Grazing Assoc.', 'WELLNAME_1 Dawson', 'WELLNAME_1 Government Weber', 'WELLNAME_1 Harrison', 'WELLNAME_1 Holmberg', 'WELLNAME_1 Tallman', 'WELLNAME_1 U. S. A. Wild Tract 1', 'WELLNAME_1 Usa Wild Tract No. 1', 'WELLNAME_13-31 Unit', 'WELLNAME_1cities C', 'WELLNAME_2 Chivington Grazing Assoc.', 'WELLNAME_6-23 Up Unit A', 'WELLNAME_6-23 Up Unit-a', 'WELLNAME_Bartosovsky #1', 'WELLNAME_Diamond Cattle No. 11', 'WELLNAME_Federal Melton #1', 'WELLNAME_Government No. 1', 'WELLNAME_Harrison & Cooper No. 21', 'WELLNAME_Harrison & Cooper No. 23', 'WELLNAME_No. 1 Burns', 'WELLNAME_No. 1 Hoffman', 'WELLNAME_No. 93 - 5 Swcb', 'WELLNAME_State E - 1', 'WELLNAME_Unit No. 11 - 9', 'WELLNAME_Uprr 19 - 1', 'WELLNAME_V. E. Kesterson No. 1', 'PERIOD_Cretaceous', 'PERIOD_Devonian', 'PERIOD_Jurassic', 'PERIOD_Mississippian', 'PERIOD_Ordovician', 'PERIOD_Pennsylvanian', 'PERIOD_Permian']","[1, 2, 3, 4, 5]",1,39978.69,43216.46,207.89,62.98,-0.08,66.67,91.67,91.67,91.67,0.0,700.0,1.75,2.5,6.25,16.23
